session,file,sha256,n_rows,n_strikes,first_ts,last_ts,n_settlement_bars,oi_lot,oi_units,source,fetched_on
2025-01-23,2025-01-23_chain.parquet,0e61a9d040a57eaf5b6456790bff0d6d7d9e6a4fa25e7263a503ef6d3456fa3b,38320,55,2025-01-23 09:15:00+05:30,2025-01-23 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-01-30,2025-01-30_chain.parquet,8227a1ea4cd57b1f34a5b7c625c316f7069888c9ee65546fa4bff5a97245a301,40429,56,2025-01-30 09:15:00+05:30,2025-01-30 15:29:00+05:30,30,25,lot_multiplied,upstox-v3-historical-candle,
2025-02-06,2025-02-06_chain.parquet,3000c4b5b9e4df4988987d72df104b737a5d5a9aa5964189337903743537efcf,39512,57,2025-02-06 09:15:00+05:30,2025-02-06 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-02-13,2025-02-13_chain.parquet,397472083d4548723a0664acdb5959ba48290def9c9a60bb0b7051c8c7e0b938,40057,56,2025-02-13 09:15:00+05:30,2025-02-13 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-02-20,2025-02-20_chain.parquet,d3d72f3b958f09ebc5fb337bb6fb3f00ee1d5eeeb743c71363911ca771b328e2,37766,55,2025-02-20 09:15:00+05:30,2025-02-20 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-02-27,2025-02-27_chain.parquet,619a8a63883ca5fddb9cdaa9d838166c9d086b3ca89329af58edd7b5a3f2a42e,37696,54,2025-02-27 09:15:00+05:30,2025-02-27 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-03-06,2025-03-06_chain.parquet,49b99a32657aa2e88df6de2938ae0a4b0f2e3c3e4ca638f9502999d03fb82e29,39071,54,2025-03-06 09:15:00+05:30,2025-03-06 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-03-13,2025-03-13_chain.parquet,d399b1227121e0e8a3d2876c39e10b0570908a7e6995adedb20c2fa34b5dd1e8,38843,54,2025-03-13 09:15:00+05:30,2025-03-13 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-03-20,2025-03-20_chain.parquet,57c75eb5f13e7902cadb20eb624e7f62f74a147e6820bf8687ed6afa65db8a48,39732,55,2025-03-20 09:15:00+05:30,2025-03-20 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-03-27,2025-03-27_chain.parquet,589a1414c5bb28abfc9d42e3e509578e98e38113c03e9e603cec1090df77b37e,41230,56,2025-03-27 09:15:00+05:30,2025-03-27 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-04-03,2025-04-03_chain.parquet,417adde35c97a9e09d4518a8d1e604155873bb0e26d9301641ace3a554c1e417,40599,56,2025-04-03 09:15:00+05:30,2025-04-03 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-04-09,2025-04-09_chain.parquet,5777f54142dcaca5e643d3420d470bd425a8d2452298fb4276b75333a108ac81,39685,54,2025-04-09 09:15:00+05:30,2025-04-09 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-04-17,2025-04-17_chain.parquet,17336f1d3917fc7dad02dcd641e9ac0fa7fc6b799b5878e315c704315d8198eb,40992,57,2025-04-17 09:15:00+05:30,2025-04-17 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-04-24,2025-04-24_chain.parquet,863f23a844588c72b89a4d5226b0728358b95375ed2bd7d46b4217f7608b6a6e,40319,58,2025-04-24 09:15:00+05:30,2025-04-24 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-04-30,2025-04-30_chain.parquet,40b699027e1a58332d36dc0d24af1fd95872ea87e6f1dc5f480f19d00575ab8f,40480,58,2025-04-30 09:15:00+05:30,2025-04-30 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-05-08,2025-05-08_chain.parquet,f640f6ad455c9ef3ae229e8b847e73e506687797f20ec4d536bfa40c7a116cca,41477,59,2025-05-08 09:15:00+05:30,2025-05-08 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-05-15,2025-05-15_chain.parquet,88e055e5879b9e3f461629828307030b7ad2f4ba4c5b8542e5803bfb23aeabc9,41462,59,2025-05-15 09:15:00+05:30,2025-05-15 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-05-22,2025-05-22_chain.parquet,5b02fda17909aa88b6b8ecbcf0237fb37f64dfc7a070f62e5a4b31aec8b3b02e,41842,59,2025-05-22 09:15:00+05:30,2025-05-22 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-05-29,2025-05-29_chain.parquet,1ebbcb107620220fa0b108fda8a578507b764ca4f9a8243028b1771fd33c04b7,42835,59,2025-05-29 09:15:00+05:30,2025-05-29 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-06-05,2025-06-05_chain.parquet,00f270c6cc6955d16370bce102a89d64dcce5063f471391a5b50efcec38c29ee,42575,59,2025-06-05 09:15:00+05:30,2025-06-05 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-06-12,2025-06-12_chain.parquet,60584ba20f2b34f58c92936f3150068698b8b5f9c45fc626ec1abcb5c88021e4,41402,61,2025-06-12 09:15:00+05:30,2025-06-12 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-06-19,2025-06-19_chain.parquet,b36ff423117857afe9ce04f3d4b3728081de1db6709fe70ec555d1a936204eb2,41000,59,2025-06-19 09:15:00+05:30,2025-06-19 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-06-26,2025-06-26_chain.parquet,a48f36deb1f51ecdf63281ef428f6309a7be37f11f270a25e607bda68282cd33,44337,61,2025-06-26 09:15:00+05:30,2025-06-26 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-07-03,2025-07-03_chain.parquet,444317e1838644e8b5027916e17fcd0628ef946c5ec47d6f5a49fd756a3b9c54,42378,61,2025-07-03 09:15:00+05:30,2025-07-03 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-07-10,2025-07-10_chain.parquet,40394eca9948b1a560315098ffba9465fad084911e2033d5fbfca380114aec43,40592,61,2025-07-10 09:15:00+05:30,2025-07-10 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-07-17,2025-07-17_chain.parquet,1a5d801ba6fabf88c0e7150dce0f48b7612ca5ba94f5f527f11613ccbbad60ba,41733,61,2025-07-17 09:15:00+05:30,2025-07-17 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-07-24,2025-07-24_chain.parquet,964c07a4930dbb0cbaea4e0922f123928661f35a58811c9acb1f12c6dabda0af,40630,61,2025-07-24 09:15:00+05:30,2025-07-24 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-07-31,2025-07-31_chain.parquet,38f743c6a0da8c16d52c432e7fc1aa2592a9b42b741e59e85ca6d4487bf30f73,43231,59,2025-07-31 09:15:00+05:30,2025-07-31 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-08-07,2025-08-07_chain.parquet,03ef7257d046440bca8fef505bb574cb91cb0db19e83342f17fdc53f5a4b179b,42304,59,2025-08-07 09:15:00+05:30,2025-08-07 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-08-14,2025-08-14_chain.parquet,ed8e5e01c9729f6cd675f91899bfc58e7fca8872ff3bd07bb6d81f62b2f45aac,41039,59,2025-08-14 09:15:00+05:30,2025-08-14 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-08-21,2025-08-21_chain.parquet,7fd01e65be75268c43312a2dadea857870e6e409202e05bfffe664ebdc46df6b,40158,60,2025-08-21 09:15:00+05:30,2025-08-21 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-08-28,2025-08-28_chain.parquet,65c31a35baa1cd99c783f518b4355832b7c56bd4a91993d6a3e36766684c24f3,43104,59,2025-08-28 09:15:00+05:30,2025-08-28 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-09-02,2025-09-02_chain.parquet,7a9401e1aff63bbf9fa303df38258e6b18eecef91adac99915a3f1ae7a9bb727,41286,60,2025-09-02 09:15:00+05:30,2025-09-02 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-09-09,2025-09-09_chain.parquet,e1cb3b8ca30de48b3ea917220f4cc9473fc3180d232e2681a0ce79b94e677db8,40700,59,2025-09-09 09:15:00+05:30,2025-09-09 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-09-16,2025-09-16_chain.parquet,bfedc7c14702d1a03522842c769fb31b609041293bd17a944aeb809bcfdbaa1a,40690,60,2025-09-16 09:15:00+05:30,2025-09-16 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-09-23,2025-09-23_chain.parquet,5b194b5a78f260b6ce2ce36888cea22b12bd7d77485a53cfd276abd4c308c772,41598,61,2025-09-23 09:15:00+05:30,2025-09-23 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-09-30,2025-09-30_chain.parquet,0248a1914b791e961e39c00dcbdd835c95dc2bf1cbc353cca7127604e4ef5c12,42205,60,2025-09-30 09:15:00+05:30,2025-09-30 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-10-07,2025-10-07_chain.parquet,c3901a7f6d2a4a69b6b1f39486bcbfb79e1c02f0342c2557cd8fd4256358ff18,42638,61,2025-10-07 09:15:00+05:30,2025-10-07 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-10-14,2025-10-14_chain.parquet,64f93c975a20c5f414e7b7a404bc3b914f4e29b3f52b0d5d1179600b8f125cf5,40790,61,2025-10-14 09:15:00+05:30,2025-10-14 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-10-20,2025-10-20_chain.parquet,81237535372ba24409383320ca1ab59b1de3749026a2aecbadbf84df110ec80c,40876,61,2025-10-20 09:15:00+05:30,2025-10-20 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-10-28,2025-10-28_chain.parquet,201845d923fa6d803c4f4c3dc5096b1dce2b4f0d0d1f6eed6e3f688bfbf481a0,44666,62,2025-10-28 09:15:00+05:30,2025-10-28 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-11-04,2025-11-04_chain.parquet,ff7478fdb3ecd44ee5577dbba6e2403649d3941ff087c3a88d97f55856451d7e,44070,63,2025-11-04 09:15:00+05:30,2025-11-04 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-11-11,2025-11-11_chain.parquet,8493d81e1c90caacd4a3d1e79ba6b5403dafb9f7912963a7a77b6138d89bd731,43132,62,2025-11-11 09:15:00+05:30,2025-11-11 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-11-18,2025-11-18_chain.parquet,0556f8deafa6c14f2f2d7c8edb36ac0271d256989b9f8eb689aae1c2ff214366,41510,62,2025-11-18 09:15:00+05:30,2025-11-18 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-11-25,2025-11-25_chain.parquet,66305be3db6bc063485c90f0043801a397dab7b3104524d6b2c9477d56e6bfe4,45072,63,2025-11-25 09:15:00+05:30,2025-11-25 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-12-02,2025-12-02_chain.parquet,dc50f11d88522ecace874bc44a268c9630983f7b0c644d587861ac0393239436,44550,64,2025-12-02 09:15:00+05:30,2025-12-02 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-12-09,2025-12-09_chain.parquet,8b09710ccecba84632f95de63432be0e8d7637e2ea862f6b1bcba46e95cd4070,44149,62,2025-12-09 09:15:00+05:30,2025-12-09 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-12-16,2025-12-16_chain.parquet,f5d91e01d40b4f1de9eef5035aaf88e881defeba8e6c6daf652d6fee84606b2f,41918,62,2025-12-16 09:15:00+05:30,2025-12-16 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2025-12-23,2025-12-23_chain.parquet,2407dc04ec09cd0beffa0090f31d48b72f1874488a46b340e3220c5c3b2142fe,43261,63,2025-12-23 09:15:00+05:30,2025-12-23 15:29:00+05:30,30,75,lot_multiplied,upstox-v3-historical-candle,
2026-01-06,2026-01-06_chain.parquet,9d832cd6c1652b13b0e8d022763d6fce56685356d982e612ac6f8a461cecd3d2,43671,64,2026-01-06 09:15:00+05:30,2026-01-06 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-01-13,2026-01-13_chain.parquet,c81144968313580bf058914ee7417fc372534629ff5ce56e3812d404977cad4c,43906,63,2026-01-13 09:15:00+05:30,2026-01-13 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-01-20,2026-01-20_chain.parquet,1cc78c5a01a989205ec9e3d77690798b5305403e4edd3aaeab94221e9684836d,42806,62,2026-01-20 09:15:00+05:30,2026-01-20 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-01-27,2026-01-27_chain.parquet,59f8b8581d514223d151e88b4d9a3a95764b5592d80c40224add94ca96d278dc,44130,60,2026-01-27 09:15:00+05:30,2026-01-27 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-02-03,2026-02-03_chain.parquet,b2ce59bec1b09a2f59ff1171ddb7ec0a2c8e2684abb1751d2eecd6038804f681,44945,62,2026-02-03 09:15:00+05:30,2026-02-03 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-02-10,2026-02-10_chain.parquet,4a71ae556d149647a6f2961fedc3e7993c5e3ff6c2d9b23a03a073e2c4c75a56,43403,62,2026-02-10 09:15:00+05:30,2026-02-10 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-02-17,2026-02-17_chain.parquet,35633dda378fc18a4393920cd94705440ffa43b6ef8db5d7e0c68eaa13b0d5df,44316,62,2026-02-17 09:15:00+05:30,2026-02-17 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-02-24,2026-02-24_chain.parquet,ec3e47b9987485141fa3af22a66b62cf6c96c8242544071a9c006f59a8f8ec1b,43655,61,2026-02-24 09:15:00+05:30,2026-02-24 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-03-02,2026-03-02_chain.parquet,4601289be365235c50e5cc3071b7736f98f5ae3951ff0747e3e52bfbb1ae87a9,43812,60,2026-03-02 09:15:00+05:30,2026-03-02 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-03-10,2026-03-10_chain.parquet,5fec1488ee48f238ce4629dad160581e5f0d2108c952db6b16cdbdca221481c3,42443,58,2026-03-10 09:15:00+05:30,2026-03-10 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-03-17,2026-03-17_chain.parquet,4896042c090729417d3eaf7f6460bf91665967e129ecc13d4234ab175cfd94b5,41829,56,2026-03-17 09:15:00+05:30,2026-03-17 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-03-24,2026-03-24_chain.parquet,73d5589beac0b8b04ed7edc674f7df256ce7f95828001e0e1bb34c55f70dc116,41058,55,2026-03-24 09:15:00+05:30,2026-03-24 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-03-30,2026-03-30_chain.parquet,606e5519925fe692235142583e208eb730bb7a12dc974cdc7a70806a08782ceb,38601,54,2026-03-30 09:15:00+05:30,2026-03-30 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-04-07,2026-04-07_chain.parquet,bee00ffa71c1293775358127256a1b02b65ea6c9d1e65b30fe6ae5fb7e0f5030,40843,55,2026-04-07 09:15:00+05:30,2026-04-07 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
2026-04-13,2026-04-13_chain.parquet,bdbb2aac17e46b8e2b43b538ea9bc03184576ac0f5220f3e3066a0c73559b769,42126,57,2026-04-13 09:15:00+05:30,2026-04-13 15:29:00+05:30,30,65,lot_multiplied,upstox-v3-historical-candle,
